timestamp,domain,parameter,value_from,value_to,delta_J,cumulative_delta_J
2026-03-26 06:45:18,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-8.9441
2026-03-26 06:45:19,network,cluster.qos_normalised,0.5000,0.7600,-0.0038,-8.9479
2026-03-26 06:46:21,thermal,cluster.fan_speed_normalised,0.5000,0.9000,-0.0040,-8.9519
2026-03-26 06:46:21,network,cluster.qos_normalised,0.5000,0.4600,-0.0023,-8.9542
2026-03-26 06:47:24,thermal,cluster.fan_speed_normalised,0.5000,0.9000,-0.0040,-8.9582
2026-03-26 06:47:24,network,cluster.qos_normalised,0.5000,0.4700,-0.0023,-8.9605
2026-03-26 06:48:26,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-8.9655
2026-03-26 06:48:27,network,cluster.qos_normalised,0.5000,0.1100,-0.0005,-8.9660
2026-03-26 06:49:29,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-8.9710
2026-03-26 06:49:29,network,cluster.qos_normalised,0.5000,0.1000,-0.0005,-8.9715
2026-03-26 06:50:31,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-8.9765
2026-03-26 06:50:32,network,cluster.qos_normalised,0.5000,1.0000,-0.0050,-8.9815
2026-03-26 06:51:36,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-8.9865
2026-03-26 06:51:36,network,cluster.qos_normalised,0.5000,0.3200,-0.0016,-8.9881
2026-03-26 06:52:39,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-8.9931
2026-03-26 06:52:39,network,cluster.qos_normalised,0.5000,0.4200,-0.0021,-8.9952
2026-03-26 06:53:41,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.0002
2026-03-26 06:53:42,network,cluster.qos_normalised,0.5000,0.2500,-0.0013,-9.0015
2026-03-26 06:54:44,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.0065
2026-03-26 06:54:44,network,cluster.qos_normalised,0.5000,0.4400,-0.0022,-9.0087
2026-03-26 06:55:46,thermal,cluster.fan_speed_normalised,0.5000,0.9600,-0.0046,-9.0133
2026-03-26 06:55:47,network,cluster.qos_normalised,0.5000,0.2800,-0.0014,-9.0147
2026-03-26 06:56:49,thermal,cluster.fan_speed_normalised,0.5000,0.8600,-0.0036,-9.0183
2026-03-26 06:56:49,network,cluster.qos_normalised,0.5000,0.6500,-0.0032,-9.0215
2026-03-26 06:57:54,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-9.0263
2026-03-26 06:57:54,network,cluster.qos_normalised,0.5000,0.9000,-0.0045,-9.0308
2026-03-26 06:58:56,thermal,cluster.fan_speed_normalised,0.5000,0.7900,-0.0029,-9.0337
2026-03-26 06:58:57,network,cluster.qos_normalised,0.5000,0.8400,-0.0042,-9.0379
2026-03-26 06:59:59,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.0429
2026-03-26 06:59:59,network,cluster.qos_normalised,0.5000,0.3900,-0.0019,-9.0448
2026-03-26 07:01:01,thermal,cluster.fan_speed_normalised,0.5000,0.8600,-0.0036,-9.0484
2026-03-26 07:01:02,network,cluster.qos_normalised,0.5000,1.0000,-0.0050,-9.0534
2026-03-26 07:02:04,thermal,cluster.fan_speed_normalised,0.5000,0.8800,-0.0038,-9.0572
2026-03-26 07:02:04,network,cluster.qos_normalised,0.5000,0.9300,-0.0046,-9.0618
2026-03-26 07:03:07,thermal,cluster.fan_speed_normalised,0.5000,0.9400,-0.0044,-9.0662
2026-03-26 07:03:07,network,cluster.qos_normalised,0.5000,0.9700,-0.0049,-9.0711
2026-03-26 07:04:11,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.0761
2026-03-26 07:04:12,network,cluster.qos_normalised,0.5000,0.6100,-0.0031,-9.0792
2026-03-26 07:05:14,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-9.0841
2026-03-26 07:05:14,network,cluster.qos_normalised,0.5000,0.8700,-0.0043,-9.0884
2026-03-26 07:06:16,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.0934
2026-03-26 07:06:17,network,cluster.qos_normalised,0.5000,1.0000,-0.0050,-9.0984
2026-03-26 07:07:19,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.1034
2026-03-26 07:07:20,network,cluster.qos_normalised,0.5000,0.0800,-0.0004,-9.1038
2026-03-26 07:08:21,thermal,cluster.fan_speed_normalised,0.5000,0.9400,-0.0044,-9.1082
2026-03-26 07:08:21,network,cluster.qos_normalised,0.5000,0.6700,-0.0033,-9.1115
2026-03-26 07:09:23,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.1165
2026-03-26 07:09:24,network,cluster.qos_normalised,0.5000,0.3000,-0.0015,-9.1180
2026-03-26 07:10:28,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.1230
2026-03-26 07:10:28,network,cluster.qos_normalised,0.5000,0.1400,-0.0007,-9.1237
2026-03-26 07:11:31,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.1287
2026-03-26 07:11:31,network,cluster.qos_normalised,0.5000,0.9900,-0.0049,-9.1336
2026-03-26 07:12:32,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.1386
2026-03-26 07:12:33,network,cluster.qos_normalised,0.5000,0.2200,-0.0011,-9.1397
2026-03-26 07:13:35,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.1447
2026-03-26 07:13:35,network,cluster.qos_normalised,0.5000,0.1000,-0.0005,-9.1452
2026-03-26 07:14:37,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-9.1501
2026-03-26 07:14:38,network,cluster.qos_normalised,0.5000,0.7800,-0.0039,-9.1540
2026-03-26 07:15:40,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.1590
2026-03-26 07:15:40,network,cluster.qos_normalised,0.5000,0.7800,-0.0039,-9.1629
2026-03-26 07:16:44,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-9.1677
2026-03-26 07:16:44,network,cluster.qos_normalised,0.5000,0.1500,-0.0008,-9.1685
2026-03-26 07:17:46,thermal,cluster.fan_speed_normalised,0.5000,0.9200,-0.0042,-9.1727
2026-03-26 07:17:47,network,cluster.qos_normalised,0.5000,0.3200,-0.0016,-9.1743
2026-03-26 07:18:49,thermal,cluster.fan_speed_normalised,0.5000,0.8800,-0.0038,-9.1781
2026-03-26 07:18:49,network,cluster.qos_normalised,0.5000,0.4000,-0.0020,-9.1801
2026-03-26 07:19:51,thermal,cluster.fan_speed_normalised,0.5000,0.9400,-0.0044,-9.1845
2026-03-26 07:19:52,network,cluster.qos_normalised,0.5000,0.9700,-0.0049,-9.1894
2026-03-26 07:20:53,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.1944
2026-03-26 07:20:54,network,cluster.qos_normalised,0.5000,0.8900,-0.0045,-9.1989
2026-03-26 07:21:56,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.2039
2026-03-26 07:21:56,network,cluster.qos_normalised,0.5000,0.6400,-0.0032,-9.2071
2026-03-26 07:23:00,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.2121
2026-03-26 07:23:01,network,cluster.qos_normalised,0.5000,0.6600,-0.0033,-9.2154
2026-03-26 07:24:03,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.2204
2026-03-26 07:24:03,network,cluster.qos_normalised,0.5000,0.0200,-0.0001,-9.2205
2026-03-26 07:25:05,thermal,cluster.fan_speed_normalised,0.5000,0.9600,-0.0046,-9.2251
2026-03-26 07:25:05,network,cluster.qos_normalised,0.5000,1.0000,-0.0050,-9.2301
2026-03-26 07:26:07,thermal,cluster.fan_speed_normalised,0.5000,0.9000,-0.0040,-9.2341
2026-03-26 07:26:08,network,cluster.qos_normalised,0.5000,0.9900,-0.0050,-9.2391
2026-03-26 07:27:10,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.2441
2026-03-26 07:27:10,network,cluster.qos_normalised,0.5000,0.6600,-0.0033,-9.2474
2026-03-26 07:28:12,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-9.2522
2026-03-26 07:28:13,network,cluster.qos_normalised,0.5000,0.3500,-0.0017,-9.2539
2026-03-26 07:29:16,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.2589
2026-03-26 07:29:16,network,cluster.qos_normalised,0.5000,0.0500,-0.0003,-9.2592
2026-03-26 07:30:19,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.2642
2026-03-26 07:30:19,network,cluster.qos_normalised,0.5000,0.5000,-0.0025,-9.2667
2026-03-26 07:31:21,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.2717
2026-03-26 07:31:22,network,cluster.qos_normalised,0.5000,0.5600,-0.0028,-9.2745
2026-03-26 07:32:24,thermal,cluster.fan_speed_normalised,0.5000,0.9400,-0.0044,-9.2789
2026-03-26 07:32:24,network,cluster.qos_normalised,0.5000,0.1700,-0.0009,-9.2798
2026-03-26 07:33:25,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-9.2847
2026-03-26 07:33:26,network,cluster.qos_normalised,0.5000,0.3400,-0.0017,-9.2864
2026-03-26 07:34:28,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-9.2912
2026-03-26 07:34:29,network,cluster.qos_normalised,0.5000,0.2600,-0.0013,-9.2925
2026-03-26 07:35:33,thermal,cluster.fan_speed_normalised,0.5000,0.8600,-0.0036,-9.2961
2026-03-26 07:35:33,network,cluster.qos_normalised,0.5000,0.3900,-0.0020,-9.2981
2026-03-26 07:36:35,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-9.3029
2026-03-26 07:36:36,network,cluster.qos_normalised,0.5000,0.6600,-0.0033,-9.3062
2026-03-26 07:37:37,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.3112
2026-03-26 07:37:37,network,cluster.qos_normalised,0.5000,0.0100,-0.0001,-9.3113
2026-03-26 07:38:39,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.3163
2026-03-26 07:38:40,network,cluster.qos_normalised,0.5000,0.8400,-0.0042,-9.3205
2026-03-26 07:39:42,thermal,cluster.fan_speed_normalised,0.5000,0.9300,-0.0043,-9.3248
2026-03-26 07:39:42,network,cluster.qos_normalised,0.5000,1.0000,-0.0050,-9.3298
2026-03-26 07:40:44,thermal,cluster.fan_speed_normalised,0.5000,0.6900,-0.0019,-9.3317
2026-03-26 07:40:45,network,cluster.qos_normalised,0.5000,1.0000,-0.0050,-9.3367
2026-03-26 07:41:49,thermal,cluster.fan_speed_normalised,0.5000,0.9600,-0.0046,-9.3413
2026-03-26 07:41:50,network,cluster.qos_normalised,0.5000,0.7100,-0.0036,-9.3449
2026-03-26 07:42:52,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.3499
2026-03-26 07:42:52,network,cluster.qos_normalised,0.5000,0.9900,-0.0050,-9.3549
2026-03-26 07:43:54,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.3599
2026-03-26 07:43:55,network,cluster.qos_normalised,0.5000,0.7700,-0.0039,-9.3638
2026-03-26 07:44:57,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.3688
2026-03-26 07:44:57,network,cluster.qos_normalised,0.5000,0.3000,-0.0015,-9.3703
2026-03-26 07:45:59,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.3753
2026-03-26 07:46:00,network,cluster.qos_normalised,0.5000,0.3400,-0.0017,-9.3770
2026-03-26 07:47:01,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.3820
2026-03-26 07:47:02,network,cluster.qos_normalised,0.5000,0.3800,-0.0019,-9.3839
2026-03-26 07:48:06,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.3889
2026-03-26 07:48:06,network,cluster.qos_normalised,0.5000,0.7700,-0.0039,-9.3928
2026-03-26 07:49:08,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.3978
2026-03-26 07:49:09,network,cluster.qos_normalised,0.5000,0.1900,-0.0010,-9.3988
2026-03-26 07:50:11,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-9.4036
2026-03-26 07:50:11,network,cluster.qos_normalised,0.5000,0.2300,-0.0012,-9.4048
2026-03-26 07:51:12,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.4098
2026-03-26 07:51:13,network,cluster.qos_normalised,0.5000,0.9500,-0.0047,-9.4145
2026-03-26 07:52:15,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.4195
2026-03-26 07:52:16,network,cluster.qos_normalised,0.5000,0.1800,-0.0009,-9.4204
2026-03-26 07:53:18,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-9.4251
2026-03-26 07:53:18,network,cluster.qos_normalised,0.5000,0.2900,-0.0015,-9.4266
2026-03-26 07:54:22,thermal,cluster.fan_speed_normalised,0.5000,0.9300,-0.0043,-9.4309
2026-03-26 07:54:23,network,cluster.qos_normalised,0.5000,1.0000,-0.0050,-9.4359
2026-03-26 07:55:25,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.4409
2026-03-26 07:55:25,network,cluster.qos_normalised,0.5000,0.2200,-0.0011,-9.4420
2026-03-26 07:56:27,thermal,cluster.fan_speed_normalised,0.5000,0.8400,-0.0034,-9.4454
2026-03-26 07:56:27,network,cluster.qos_normalised,0.5000,0.6200,-0.0031,-9.4485
2026-03-26 07:57:29,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-9.4533
2026-03-26 07:57:29,network,cluster.qos_normalised,0.5000,0.5200,-0.0026,-9.4559
2026-03-26 07:58:31,thermal,cluster.fan_speed_normalised,0.5000,0.9300,-0.0043,-9.4602
2026-03-26 07:58:32,network,cluster.qos_normalised,0.5000,0.9100,-0.0045,-9.4647
2026-03-26 07:59:34,thermal,cluster.fan_speed_normalised,0.5000,0.9100,-0.0041,-9.4688
2026-03-26 07:59:34,network,cluster.qos_normalised,0.5000,0.5900,-0.0030,-9.4718
2026-03-26 08:00:38,thermal,cluster.fan_speed_normalised,0.5000,0.8800,-0.0038,-9.4756
2026-03-26 08:00:39,network,cluster.qos_normalised,0.5000,0.9800,-0.0049,-9.4805
2026-03-26 08:01:41,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.4855
2026-03-26 08:01:41,network,cluster.qos_normalised,0.5000,0.2900,-0.0015,-9.4870
2026-03-26 08:02:44,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.4920
2026-03-26 08:02:44,network,cluster.qos_normalised,0.5000,0.1400,-0.0007,-9.4927
2026-03-26 08:03:46,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.4977
2026-03-26 08:03:47,network,cluster.qos_normalised,0.5000,0.3500,-0.0017,-9.4994
2026-03-26 08:04:49,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.5044
2026-03-26 08:04:49,network,cluster.qos_normalised,0.5000,0.1900,-0.0009,-9.5053
2026-03-26 08:05:51,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.5103
2026-03-26 08:05:52,network,cluster.qos_normalised,0.5000,0.3300,-0.0016,-9.5119
2026-03-26 08:06:56,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.5169
2026-03-26 08:06:57,network,cluster.qos_normalised,0.5000,0.3600,-0.0018,-9.5187
2026-03-26 08:07:59,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.5237
2026-03-26 08:07:59,network,cluster.qos_normalised,0.5000,0.2700,-0.0013,-9.5250
2026-03-26 08:09:01,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.5300
2026-03-26 08:09:02,network,cluster.qos_normalised,0.5000,0.1600,-0.0008,-9.5308
2026-03-26 08:10:04,thermal,cluster.fan_speed_normalised,0.5000,0.9600,-0.0046,-9.5354
2026-03-26 08:10:04,network,cluster.qos_normalised,0.5000,0.8800,-0.0044,-9.5398
2026-03-26 08:11:06,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.5448
2026-03-26 08:11:07,network,cluster.qos_normalised,0.5000,0.3200,-0.0016,-9.5464
2026-03-26 08:12:09,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-9.5513
2026-03-26 08:12:09,network,cluster.qos_normalised,0.5000,0.5900,-0.0030,-9.5543
2026-03-26 08:13:14,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-9.5592
2026-03-26 08:13:14,network,cluster.qos_normalised,0.5000,0.8500,-0.0043,-9.5635
2026-03-26 08:14:16,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.5685
2026-03-26 08:14:17,network,cluster.qos_normalised,0.5000,0.6700,-0.0033,-9.5718
2026-03-26 08:15:19,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.5768
2026-03-26 08:15:19,network,cluster.qos_normalised,0.5000,0.6100,-0.0031,-9.5799
2026-03-26 08:16:21,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-9.5847
2026-03-26 08:16:22,network,cluster.qos_normalised,0.5000,0.6400,-0.0032,-9.5879
2026-03-26 08:17:24,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.5929
2026-03-26 08:17:25,network,cluster.qos_normalised,0.5000,0.8800,-0.0044,-9.5973
2026-03-26 08:18:27,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.6023
2026-03-26 08:18:27,network,cluster.qos_normalised,0.5000,0.3400,-0.0017,-9.6040
2026-03-26 08:19:31,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.6090
2026-03-26 08:19:32,network,cluster.qos_normalised,0.5000,0.8600,-0.0043,-9.6133
2026-03-26 08:20:34,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.6183
2026-03-26 08:20:34,network,cluster.qos_normalised,0.5000,0.0300,-0.0002,-9.6185
2026-03-26 08:21:37,thermal,cluster.fan_speed_normalised,0.5000,0.9300,-0.0043,-9.6228
2026-03-26 08:21:37,network,cluster.qos_normalised,0.5000,0.8800,-0.0044,-9.6272
2026-03-26 08:22:39,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.6322
2026-03-26 08:22:40,network,cluster.qos_normalised,0.5000,0.8700,-0.0044,-9.6366
2026-03-26 08:23:42,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.6416
2026-03-26 08:23:42,network,cluster.qos_normalised,0.5000,0.8300,-0.0041,-9.6457
2026-03-26 08:24:44,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.6507
2026-03-26 08:24:45,network,cluster.qos_normalised,0.5000,0.6200,-0.0031,-9.6538
2026-03-26 08:25:49,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-9.6587
2026-03-26 08:25:49,network,cluster.qos_normalised,0.5000,0.6000,-0.0030,-9.6617
2026-03-26 08:26:52,thermal,cluster.fan_speed_normalised,0.5000,0.9600,-0.0046,-9.6663
2026-03-26 08:26:52,network,cluster.qos_normalised,0.5000,0.5400,-0.0027,-9.6690
2026-03-26 08:27:54,thermal,cluster.fan_speed_normalised,0.5000,0.9100,-0.0041,-9.6731
2026-03-26 08:28:56,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.6781
2026-03-26 08:28:57,network,cluster.qos_normalised,0.5000,0.8000,-0.0040,-9.6821
2026-03-26 08:29:59,thermal,cluster.fan_speed_normalised,0.5000,0.9600,-0.0046,-9.6867
2026-03-26 08:29:59,network,cluster.qos_normalised,0.5000,0.6000,-0.0030,-9.6897
2026-03-26 08:31:01,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.6947
2026-03-26 08:31:02,network,cluster.qos_normalised,0.5000,0.5300,-0.0027,-9.6974
2026-03-26 08:32:06,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.7024
2026-03-26 08:32:07,network,cluster.qos_normalised,0.5000,0.8400,-0.0042,-9.7066
2026-03-26 08:33:09,thermal,cluster.fan_speed_normalised,0.5000,0.9200,-0.0042,-9.7108
2026-03-26 08:33:09,network,cluster.qos_normalised,0.5000,0.4800,-0.0024,-9.7132
2026-03-26 08:34:11,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.7182
2026-03-26 08:34:12,network,cluster.qos_normalised,0.5000,0.7600,-0.0038,-9.7220
2026-03-26 08:35:14,thermal,cluster.fan_speed_normalised,0.5000,0.9300,-0.0043,-9.7263
2026-03-26 08:36:16,thermal,cluster.fan_speed_normalised,0.5000,0.9300,-0.0043,-9.7306
2026-03-26 08:36:16,network,cluster.qos_normalised,0.5000,0.5300,-0.0026,-9.7332
2026-03-26 08:37:19,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.7382
2026-03-26 08:37:19,network,cluster.qos_normalised,0.5000,0.6500,-0.0032,-9.7414
2026-03-26 08:38:23,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.7464
2026-03-26 08:38:24,network,cluster.qos_normalised,0.5000,0.0900,-0.0004,-9.7468
2026-03-26 08:39:26,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.7518
2026-03-26 08:39:26,network,cluster.qos_normalised,0.5000,0.5100,-0.0025,-9.7543
2026-03-26 08:40:28,thermal,cluster.fan_speed_normalised,0.5000,0.9200,-0.0042,-9.7585
2026-03-26 08:40:29,network,cluster.qos_normalised,0.5000,0.5200,-0.0026,-9.7611
2026-03-26 08:41:31,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.7661
2026-03-26 08:41:32,network,cluster.qos_normalised,0.5000,0.3500,-0.0017,-9.7678
2026-03-26 08:42:34,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.7728
2026-03-26 08:42:34,network,cluster.qos_normalised,0.5000,0.9300,-0.0046,-9.7774
2026-03-26 08:43:36,thermal,cluster.fan_speed_normalised,0.5000,0.9600,-0.0046,-9.7820
2026-03-26 08:43:37,network,cluster.qos_normalised,0.5000,0.4000,-0.0020,-9.7840
2026-03-26 08:44:41,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.7890
2026-03-26 08:44:41,network,cluster.qos_normalised,0.5000,0.4000,-0.0020,-9.7910
2026-03-26 08:45:44,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-9.7959
2026-03-26 08:45:44,network,cluster.qos_normalised,0.5000,0.3600,-0.0018,-9.7977
2026-03-26 08:46:46,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.8027
2026-03-26 08:46:47,network,cluster.qos_normalised,0.5000,1.0000,-0.0050,-9.8077
2026-03-26 08:47:49,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-9.8125
2026-03-26 08:47:49,network,cluster.qos_normalised,0.5000,0.6800,-0.0034,-9.8159
2026-03-26 08:48:51,thermal,cluster.fan_speed_normalised,0.5000,0.8900,-0.0039,-9.8198
2026-03-26 08:48:52,network,cluster.qos_normalised,0.5000,0.5700,-0.0028,-9.8226
2026-03-26 08:49:54,thermal,cluster.fan_speed_normalised,0.5000,0.8500,-0.0035,-9.8261
2026-03-26 08:49:54,network,cluster.qos_normalised,0.5000,0.2900,-0.0015,-9.8276
2026-03-26 08:50:59,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.8326
2026-03-26 08:50:59,network,cluster.qos_normalised,0.5000,0.1100,-0.0006,-9.8332
2026-03-26 08:52:01,thermal,cluster.fan_speed_normalised,0.5000,0.9100,-0.0041,-9.8373
2026-03-26 08:52:02,network,cluster.qos_normalised,0.5000,0.4300,-0.0021,-9.8394
2026-03-26 08:53:04,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-9.8443
2026-03-26 08:53:04,network,cluster.qos_normalised,0.5000,0.4700,-0.0023,-9.8466
2026-03-26 08:54:06,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-9.8514
2026-03-26 08:54:07,network,cluster.qos_normalised,0.5000,0.4900,-0.0025,-9.8539
2026-03-26 08:55:09,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.8589
2026-03-26 08:56:11,thermal,cluster.fan_speed_normalised,0.5000,0.8700,-0.0037,-9.8626
2026-03-26 08:56:12,network,cluster.qos_normalised,0.5000,0.2700,-0.0013,-9.8639
2026-03-26 08:57:16,thermal,cluster.fan_speed_normalised,0.5000,0.9000,-0.0040,-9.8679
2026-03-26 08:57:16,network,cluster.qos_normalised,0.5000,0.2600,-0.0013,-9.8692
2026-03-26 08:58:18,thermal,cluster.fan_speed_normalised,0.5000,0.7100,-0.0021,-9.8713
2026-03-26 08:58:19,network,cluster.qos_normalised,0.5000,1.0000,-0.0050,-9.8763
2026-03-26 08:59:21,thermal,cluster.fan_speed_normalised,0.5000,0.9000,-0.0040,-9.8803
2026-03-26 08:59:21,network,cluster.qos_normalised,0.5000,1.0000,-0.0050,-9.8853
2026-03-26 09:00:53,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.8903
2026-03-26 09:00:53,network,cluster.qos_normalised,0.5000,0.1400,-0.0007,-9.8910
2026-03-26 09:01:56,thermal,cluster.fan_speed_normalised,0.5000,0.9600,-0.0046,-9.8956
2026-03-26 09:01:56,network,cluster.qos_normalised,0.5000,0.9800,-0.0049,-9.9005
2026-03-26 09:02:58,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.9055
2026-03-26 09:04:00,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-9.9104
2026-03-26 09:04:01,network,cluster.qos_normalised,0.5000,0.8500,-0.0042,-9.9146
2026-03-26 09:05:03,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.9196
2026-03-26 09:05:03,network,cluster.qos_normalised,0.5000,0.1000,-0.0005,-9.9201
2026-03-26 09:06:05,thermal,cluster.fan_speed_normalised,0.5000,0.9500,-0.0045,-9.9246
2026-03-26 09:07:09,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.9296
2026-03-26 09:07:10,network,cluster.qos_normalised,0.5000,0.8700,-0.0044,-9.9340
2026-03-26 09:08:12,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.9390
2026-03-26 09:08:13,network,cluster.qos_normalised,0.5000,0.9700,-0.0048,-9.9438
2026-03-26 09:09:15,thermal,cluster.fan_speed_normalised,0.5000,0.9500,-0.0045,-9.9483
2026-03-26 09:09:15,network,cluster.qos_normalised,0.5000,0.0800,-0.0004,-9.9487
2026-03-26 09:10:17,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.9537
2026-03-26 09:10:18,network,cluster.qos_normalised,0.5000,0.6800,-0.0034,-9.9571
2026-03-26 09:11:20,thermal,cluster.fan_speed_normalised,0.5000,0.9500,-0.0045,-9.9616
2026-03-26 09:11:20,network,cluster.qos_normalised,0.5000,0.2500,-0.0013,-9.9629
2026-03-26 09:12:23,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-9.9679
