timestamp,domain,parameter,value_from,value_to,delta_J,cumulative_delta_J
2026-03-25 15:20:45,thermal,cluster.fan_speed_normalised,0.5000,0.8400,-0.0034,-2.4532
2026-03-25 15:20:46,network,cluster.qos_normalised,0.5000,0.6900,-0.0035,-2.4567
2026-03-25 15:21:48,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.4617
2026-03-25 15:21:48,network,cluster.qos_normalised,0.5000,0.1100,-0.0006,-2.4623
2026-03-25 15:22:50,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.4673
2026-03-25 15:22:51,network,cluster.qos_normalised,0.5000,0.7700,-0.0039,-2.4712
2026-03-25 15:23:55,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.4762
2026-03-25 15:23:55,network,cluster.qos_normalised,0.5000,0.6500,-0.0033,-2.4795
2026-03-25 15:24:58,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-2.4844
2026-03-25 15:24:58,network,cluster.qos_normalised,0.5000,0.9300,-0.0047,-2.4891
2026-03-25 15:26:00,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.4941
2026-03-25 15:26:01,network,cluster.qos_normalised,0.5000,0.1400,-0.0007,-2.4948
2026-03-25 15:27:03,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.4998
2026-03-25 15:27:03,network,cluster.qos_normalised,0.5000,0.6400,-0.0032,-2.5030
2026-03-25 15:28:05,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.5080
2026-03-25 15:28:06,network,cluster.qos_normalised,0.5000,0.8100,-0.0040,-2.5120
2026-03-25 15:29:08,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.5170
2026-03-25 15:29:08,network,cluster.qos_normalised,0.5000,0.3200,-0.0016,-2.5186
2026-03-25 15:30:13,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.5236
2026-03-25 15:30:13,network,cluster.qos_normalised,0.5000,0.0200,-0.0001,-2.5237
2026-03-25 15:31:15,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-2.5285
2026-03-25 15:31:16,network,cluster.qos_normalised,0.5000,0.9700,-0.0048,-2.5333
2026-03-25 15:32:18,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.5383
2026-03-25 15:32:18,network,cluster.qos_normalised,0.5000,0.7700,-0.0039,-2.5422
2026-03-25 15:33:20,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-2.5469
2026-03-25 15:33:21,network,cluster.qos_normalised,0.5000,0.1600,-0.0008,-2.5477
2026-03-25 15:34:23,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.5527
2026-03-25 15:34:23,network,cluster.qos_normalised,0.5000,0.0900,-0.0004,-2.5531
2026-03-25 15:35:26,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.5581
2026-03-25 15:36:30,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.5631
2026-03-25 15:36:30,network,cluster.qos_normalised,0.5000,0.3400,-0.0017,-2.5648
2026-03-25 15:37:32,thermal,cluster.fan_speed_normalised,0.5000,0.9500,-0.0045,-2.5693
2026-03-25 15:37:33,network,cluster.qos_normalised,0.5000,0.1500,-0.0008,-2.5701
2026-03-25 15:38:35,thermal,cluster.fan_speed_normalised,0.5000,0.9400,-0.0044,-2.5745
2026-03-25 15:38:35,network,cluster.qos_normalised,0.5000,0.1000,-0.0005,-2.5750
2026-03-25 15:39:37,thermal,cluster.fan_speed_normalised,0.5000,0.9400,-0.0044,-2.5794
2026-03-25 15:39:38,network,cluster.qos_normalised,0.5000,0.1600,-0.0008,-2.5802
2026-03-25 15:40:40,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-2.5850
2026-03-25 15:40:41,network,cluster.qos_normalised,0.5000,0.3500,-0.0017,-2.5867
2026-03-25 15:41:43,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.5917
2026-03-25 15:41:43,network,cluster.qos_normalised,0.5000,0.7400,-0.0037,-2.5954
2026-03-25 15:42:47,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-2.6001
2026-03-25 15:42:48,network,cluster.qos_normalised,0.5000,0.6800,-0.0034,-2.6035
2026-03-25 15:43:50,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-2.6084
2026-03-25 15:43:50,network,cluster.qos_normalised,0.5000,0.3100,-0.0016,-2.6100
2026-03-25 15:44:53,thermal,cluster.fan_speed_normalised,0.5000,0.8600,-0.0036,-2.6136
2026-03-25 15:44:53,network,cluster.qos_normalised,0.5000,0.5600,-0.0028,-2.6164
2026-03-25 15:45:55,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.6214
2026-03-25 15:45:56,network,cluster.qos_normalised,0.5000,0.1700,-0.0008,-2.6222
2026-03-25 15:46:58,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.6272
2026-03-25 15:46:58,network,cluster.qos_normalised,0.5000,0.6500,-0.0032,-2.6304
2026-03-25 15:47:59,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.6354
2026-03-25 15:48:00,network,cluster.qos_normalised,0.5000,0.3000,-0.0015,-2.6369
2026-03-25 15:49:04,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.6419
2026-03-25 15:49:05,network,cluster.qos_normalised,0.5000,0.7300,-0.0036,-2.6455
2026-03-25 15:50:06,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-2.6502
2026-03-25 15:50:07,network,cluster.qos_normalised,0.5000,0.1000,-0.0005,-2.6507
2026-03-25 15:51:09,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.6557
2026-03-25 15:51:09,network,cluster.qos_normalised,0.5000,0.4900,-0.0025,-2.6582
2026-03-25 15:52:10,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.6632
2026-03-25 15:52:11,network,cluster.qos_normalised,0.5000,0.8600,-0.0043,-2.6675
2026-03-25 15:53:13,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.6725
2026-03-25 15:53:13,network,cluster.qos_normalised,0.5000,0.9700,-0.0049,-2.6774
2026-03-25 15:54:15,thermal,cluster.fan_speed_normalised,0.5000,0.9600,-0.0046,-2.6820
2026-03-25 15:54:15,network,cluster.qos_normalised,0.5000,0.1400,-0.0007,-2.6827
2026-03-25 15:55:19,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.6877
2026-03-25 15:55:20,network,cluster.qos_normalised,0.5000,0.1400,-0.0007,-2.6884
2026-03-25 15:56:21,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.6934
2026-03-25 15:56:22,network,cluster.qos_normalised,0.5000,0.5700,-0.0029,-2.6963
2026-03-25 15:57:24,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-2.7012
2026-03-25 15:57:24,network,cluster.qos_normalised,0.5000,0.2000,-0.0010,-2.7022
2026-03-25 15:58:26,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-2.7070
2026-03-25 15:58:26,network,cluster.qos_normalised,0.5000,0.8000,-0.0040,-2.7110
2026-03-25 15:59:28,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-2.7159
2026-03-25 15:59:29,network,cluster.qos_normalised,0.5000,0.1000,-0.0005,-2.7164
2026-03-25 16:00:30,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.7214
2026-03-25 16:00:30,network,cluster.qos_normalised,0.5000,0.9200,-0.0046,-2.7260
2026-03-25 16:01:34,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-2.7308
2026-03-25 16:01:35,network,cluster.qos_normalised,0.5000,0.0700,-0.0004,-2.7312
2026-03-25 16:02:36,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.7362
2026-03-25 16:02:37,network,cluster.qos_normalised,0.5000,0.4300,-0.0022,-2.7384
2026-03-25 16:03:39,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.7434
2026-03-25 16:03:39,network,cluster.qos_normalised,0.5000,0.9400,-0.0047,-2.7481
2026-03-25 16:04:42,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-2.7530
2026-03-25 16:04:42,network,cluster.qos_normalised,0.5000,0.9800,-0.0049,-2.7579
2026-03-25 16:05:44,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.7629
2026-03-25 16:05:45,network,cluster.qos_normalised,0.5000,0.9800,-0.0049,-2.7678
2026-03-25 16:06:46,thermal,cluster.fan_speed_normalised,0.5000,0.7900,-0.0029,-2.7707
2026-03-25 16:06:46,network,cluster.qos_normalised,0.5000,0.4000,-0.0020,-2.7727
2026-03-25 16:07:49,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-2.7774
2026-03-25 16:07:50,network,cluster.qos_normalised,0.5000,0.2900,-0.0015,-2.7789
2026-03-25 16:08:51,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.7839
2026-03-25 16:08:52,network,cluster.qos_normalised,0.5000,0.5400,-0.0027,-2.7866
2026-03-25 16:09:53,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-2.7915
2026-03-25 16:09:53,network,cluster.qos_normalised,0.5000,0.3000,-0.0015,-2.7930
2026-03-25 16:10:54,thermal,cluster.fan_speed_normalised,0.5000,0.8900,-0.0039,-2.7969
2026-03-25 16:10:55,network,cluster.qos_normalised,0.5000,0.3200,-0.0016,-2.7985
2026-03-25 16:11:56,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.8035
2026-03-25 16:12:57,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.8085
2026-03-25 16:12:57,network,cluster.qos_normalised,0.5000,0.6100,-0.0030,-2.8115
2026-03-25 16:14:01,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-2.8163
2026-03-25 16:15:02,thermal,cluster.fan_speed_normalised,0.5000,0.8200,-0.0032,-2.8195
2026-03-25 16:15:02,network,cluster.qos_normalised,0.5000,0.5800,-0.0029,-2.8224
2026-03-25 16:16:03,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.8274
2026-03-25 16:16:04,network,cluster.qos_normalised,0.5000,0.3100,-0.0015,-2.8289
2026-03-25 16:17:05,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.8339
2026-03-25 16:17:05,network,cluster.qos_normalised,0.5000,0.5300,-0.0026,-2.8365
2026-03-25 16:18:08,thermal,cluster.fan_speed_normalised,0.5000,0.9600,-0.0046,-2.8411
2026-03-25 16:18:08,network,cluster.qos_normalised,0.5000,0.9100,-0.0045,-2.8456
2026-03-25 16:19:09,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-2.8503
2026-03-25 16:19:10,network,cluster.qos_normalised,0.5000,0.8400,-0.0042,-2.8545
2026-03-25 16:20:13,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.8595
2026-03-25 16:20:13,network,cluster.qos_normalised,0.5000,0.5200,-0.0026,-2.8621
2026-03-25 16:21:15,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.8671
2026-03-25 16:21:16,network,cluster.qos_normalised,0.5000,0.4500,-0.0022,-2.8693
2026-03-25 16:22:17,thermal,cluster.fan_speed_normalised,0.5000,0.9500,-0.0045,-2.8738
2026-03-25 16:22:17,network,cluster.qos_normalised,0.5000,0.5000,-0.0025,-2.8763
2026-03-25 16:23:19,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.8813
2026-03-25 16:23:19,network,cluster.qos_normalised,0.5000,0.2500,-0.0012,-2.8825
2026-03-25 16:24:21,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-2.8872
2026-03-25 16:24:22,network,cluster.qos_normalised,0.5000,0.8300,-0.0042,-2.8914
2026-03-25 16:25:23,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.8964
2026-03-25 16:25:23,network,cluster.qos_normalised,0.5000,0.2400,-0.0012,-2.8976
2026-03-25 16:26:26,thermal,cluster.fan_speed_normalised,0.5000,0.8600,-0.0036,-2.9012
2026-03-25 16:26:27,network,cluster.qos_normalised,0.5000,0.3600,-0.0018,-2.9030
2026-03-25 16:27:29,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.9080
2026-03-25 16:27:29,network,cluster.qos_normalised,0.5000,0.7500,-0.0038,-2.9118
2026-03-25 16:28:31,thermal,cluster.fan_speed_normalised,0.5000,0.9600,-0.0046,-2.9164
2026-03-25 16:28:32,network,cluster.qos_normalised,0.5000,0.4100,-0.0021,-2.9185
2026-03-25 16:29:34,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.9235
2026-03-25 16:29:35,network,cluster.qos_normalised,0.5000,0.5300,-0.0027,-2.9262
2026-03-25 16:30:36,thermal,cluster.fan_speed_normalised,0.5000,0.9600,-0.0046,-2.9308
2026-03-25 16:30:36,network,cluster.qos_normalised,0.5000,0.6100,-0.0030,-2.9338
2026-03-25 16:31:37,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.9388
2026-03-25 16:31:38,network,cluster.qos_normalised,0.5000,0.1600,-0.0008,-2.9396
2026-03-25 16:32:42,thermal,cluster.fan_speed_normalised,0.5000,0.9200,-0.0042,-2.9438
2026-03-25 16:32:42,network,cluster.qos_normalised,0.5000,0.6200,-0.0031,-2.9469
2026-03-25 16:33:44,thermal,cluster.fan_speed_normalised,0.5000,0.9500,-0.0045,-2.9514
2026-03-25 16:33:45,network,cluster.qos_normalised,0.5000,0.9800,-0.0049,-2.9563
2026-03-25 16:34:47,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.9613
2026-03-25 16:34:48,network,cluster.qos_normalised,0.5000,0.5800,-0.0029,-2.9642
2026-03-25 16:35:49,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.9692
2026-03-25 16:35:49,network,cluster.qos_normalised,0.5000,0.3300,-0.0017,-2.9709
2026-03-25 16:36:50,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.9759
2026-03-25 16:36:51,network,cluster.qos_normalised,0.5000,0.4700,-0.0024,-2.9783
2026-03-25 16:37:53,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.9833
2026-03-25 16:37:53,network,cluster.qos_normalised,0.5000,0.0300,-0.0002,-2.9835
2026-03-25 16:38:58,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.9885
2026-03-25 16:40:00,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-2.9935
2026-03-25 16:40:00,network,cluster.qos_normalised,0.5000,0.6400,-0.0032,-2.9967
2026-03-25 16:41:01,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.0017
2026-03-25 16:41:02,network,cluster.qos_normalised,0.5000,0.4400,-0.0022,-3.0039
2026-03-25 16:42:03,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.0089
2026-03-25 16:42:03,network,cluster.qos_normalised,0.5000,0.3400,-0.0017,-3.0106
2026-03-25 16:43:05,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.0156
2026-03-25 16:43:06,network,cluster.qos_normalised,0.5000,0.2300,-0.0011,-3.0167
2026-03-25 16:44:08,thermal,cluster.fan_speed_normalised,0.5000,0.9300,-0.0043,-3.0210
2026-03-25 16:44:08,network,cluster.qos_normalised,0.5000,0.5500,-0.0028,-3.0238
2026-03-25 16:45:13,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.0288
2026-03-25 16:45:13,network,cluster.qos_normalised,0.5000,0.2000,-0.0010,-3.0298
2026-03-25 16:46:14,thermal,cluster.fan_speed_normalised,0.5000,0.9400,-0.0044,-3.0342
2026-03-25 16:46:15,network,cluster.qos_normalised,0.5000,0.1600,-0.0008,-3.0350
2026-03-25 16:47:16,thermal,cluster.fan_speed_normalised,0.5000,0.9000,-0.0040,-3.0390
2026-03-25 16:47:16,network,cluster.qos_normalised,0.5000,0.6100,-0.0030,-3.0420
2026-03-25 16:48:18,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.0470
2026-03-25 16:48:19,network,cluster.qos_normalised,0.5000,0.4700,-0.0024,-3.0494
2026-03-25 16:49:21,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-3.0542
2026-03-25 16:49:21,network,cluster.qos_normalised,0.5000,0.8400,-0.0042,-3.0584
2026-03-25 16:50:23,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.0634
2026-03-25 16:50:24,network,cluster.qos_normalised,0.5000,0.9200,-0.0046,-3.0680
2026-03-25 16:51:28,thermal,cluster.fan_speed_normalised,0.5000,0.9200,-0.0042,-3.0722
2026-03-25 16:51:29,network,cluster.qos_normalised,0.5000,0.9900,-0.0050,-3.0772
2026-03-25 16:52:30,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.0822
2026-03-25 16:52:31,network,cluster.qos_normalised,0.5000,0.9800,-0.0049,-3.0871
2026-03-25 16:53:33,thermal,cluster.fan_speed_normalised,0.5000,0.8100,-0.0031,-3.0902
2026-03-25 16:53:33,network,cluster.qos_normalised,0.5000,1.0000,-0.0050,-3.0952
2026-03-25 16:54:34,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-3.1001
2026-03-25 16:54:35,network,cluster.qos_normalised,0.5000,0.3500,-0.0017,-3.1018
2026-03-25 16:55:36,thermal,cluster.fan_speed_normalised,0.5000,0.9600,-0.0046,-3.1064
2026-03-25 16:56:37,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.1114
2026-03-25 16:56:38,network,cluster.qos_normalised,0.5000,0.2900,-0.0015,-3.1129
2026-03-25 16:57:42,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.1179
2026-03-25 16:57:42,network,cluster.qos_normalised,0.5000,0.9200,-0.0046,-3.1225
2026-03-25 16:58:44,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.1275
2026-03-25 16:58:45,network,cluster.qos_normalised,0.5000,0.5800,-0.0029,-3.1304
2026-03-25 16:59:46,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.1354
2026-03-25 16:59:46,network,cluster.qos_normalised,0.5000,0.8500,-0.0042,-3.1396
2026-03-25 17:00:48,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.1446
2026-03-25 17:00:48,network,cluster.qos_normalised,0.5000,0.6200,-0.0031,-3.1477
2026-03-25 17:01:50,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.1527
2026-03-25 17:01:51,network,cluster.qos_normalised,0.5000,0.6500,-0.0032,-3.1559
2026-03-25 17:02:53,thermal,cluster.fan_speed_normalised,0.5000,0.7400,-0.0024,-3.1583
2026-03-25 17:02:53,network,cluster.qos_normalised,0.5000,1.0000,-0.0050,-3.1633
2026-03-25 17:03:57,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-3.1680
2026-03-25 17:03:58,network,cluster.qos_normalised,0.5000,0.3800,-0.0019,-3.1699
2026-03-25 17:04:59,thermal,cluster.fan_speed_normalised,0.5000,0.9300,-0.0043,-3.1742
2026-03-25 17:04:59,network,cluster.qos_normalised,0.5000,0.8700,-0.0044,-3.1786
2026-03-25 17:06:02,thermal,cluster.fan_speed_normalised,0.5000,0.8900,-0.0039,-3.1825
2026-03-25 17:06:02,network,cluster.qos_normalised,0.5000,0.2500,-0.0013,-3.1838
2026-03-25 17:07:04,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.1888
2026-03-25 17:07:05,network,cluster.qos_normalised,0.5000,0.4300,-0.0022,-3.1910
2026-03-25 17:08:06,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.1960
2026-03-25 17:08:06,network,cluster.qos_normalised,0.5000,0.8400,-0.0042,-3.2002
2026-03-25 17:09:07,thermal,cluster.fan_speed_normalised,0.5000,0.9400,-0.0044,-3.2046
2026-03-25 17:09:08,network,cluster.qos_normalised,0.5000,0.8300,-0.0041,-3.2087
2026-03-25 17:10:12,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.2137
2026-03-25 17:10:12,network,cluster.qos_normalised,0.5000,0.0800,-0.0004,-3.2141
2026-03-25 17:11:13,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-3.2189
2026-03-25 17:11:14,network,cluster.qos_normalised,0.5000,0.8500,-0.0043,-3.2232
2026-03-25 17:12:15,thermal,cluster.fan_speed_normalised,0.5000,0.9600,-0.0046,-3.2278
2026-03-25 17:12:16,network,cluster.qos_normalised,0.5000,0.4300,-0.0022,-3.2300
2026-03-25 17:13:18,thermal,cluster.fan_speed_normalised,0.5000,0.8500,-0.0035,-3.2335
2026-03-25 17:13:18,network,cluster.qos_normalised,0.5000,0.5500,-0.0028,-3.2363
2026-03-25 17:14:19,thermal,cluster.fan_speed_normalised,0.5000,0.7200,-0.0022,-3.2385
2026-03-25 17:14:20,network,cluster.qos_normalised,0.5000,0.2700,-0.0013,-3.2398
2026-03-25 17:15:21,thermal,cluster.fan_speed_normalised,0.5000,0.8500,-0.0035,-3.2433
2026-03-25 17:15:21,network,cluster.qos_normalised,0.5000,0.1700,-0.0008,-3.2441
2026-03-25 17:16:26,thermal,cluster.fan_speed_normalised,0.5000,0.8300,-0.0033,-3.2474
2026-03-25 17:16:26,network,cluster.qos_normalised,0.5000,0.8500,-0.0043,-3.2517
2026-03-25 17:17:28,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-3.2566
2026-03-25 17:17:28,network,cluster.qos_normalised,0.5000,0.6900,-0.0034,-3.2600
2026-03-25 17:18:30,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.2650
2026-03-25 17:18:31,network,cluster.qos_normalised,0.5000,0.1800,-0.0009,-3.2659
2026-03-25 17:19:32,thermal,cluster.fan_speed_normalised,0.5000,0.9500,-0.0045,-3.2704
2026-03-25 17:19:32,network,cluster.qos_normalised,0.5000,0.9200,-0.0046,-3.2750
2026-03-25 17:20:35,thermal,cluster.fan_speed_normalised,0.5000,0.9600,-0.0046,-3.2796
2026-03-25 17:20:35,network,cluster.qos_normalised,0.5000,0.0400,-0.0002,-3.2798
2026-03-25 17:21:36,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-3.2845
2026-03-25 17:21:37,network,cluster.qos_normalised,0.5000,0.7200,-0.0036,-3.2881
2026-03-25 17:22:40,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.2931
2026-03-25 17:22:40,network,cluster.qos_normalised,0.5000,0.6200,-0.0031,-3.2962
2026-03-25 17:23:42,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-3.3011
2026-03-25 17:23:43,network,cluster.qos_normalised,0.5000,0.5600,-0.0028,-3.3039
2026-03-25 17:24:44,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.3089
2026-03-25 17:24:45,network,cluster.qos_normalised,0.5000,0.2400,-0.0012,-3.3101
2026-03-25 17:25:46,thermal,cluster.fan_speed_normalised,0.5000,0.9900,-0.0049,-3.3150
2026-03-25 17:25:46,network,cluster.qos_normalised,0.5000,0.9800,-0.0049,-3.3199
2026-03-25 17:26:48,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.3249
2026-03-25 17:26:49,network,cluster.qos_normalised,0.5000,0.6900,-0.0034,-3.3283
2026-03-25 17:27:50,thermal,cluster.fan_speed_normalised,0.5000,0.9600,-0.0046,-3.3329
2026-03-25 17:27:50,network,cluster.qos_normalised,0.5000,0.7900,-0.0040,-3.3369
2026-03-25 17:28:53,thermal,cluster.fan_speed_normalised,0.5000,0.9600,-0.0046,-3.3415
2026-03-25 17:28:54,network,cluster.qos_normalised,0.5000,0.1800,-0.0009,-3.3424
2026-03-25 17:29:56,thermal,cluster.fan_speed_normalised,0.5000,0.9600,-0.0046,-3.3470
2026-03-25 17:29:57,network,cluster.qos_normalised,0.5000,0.1000,-0.0005,-3.3475
2026-03-25 17:30:58,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.3525
2026-03-25 17:30:58,network,cluster.qos_normalised,0.5000,0.5400,-0.0027,-3.3552
2026-03-25 17:31:59,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.3602
2026-03-25 17:32:00,network,cluster.qos_normalised,0.5000,0.8800,-0.0044,-3.3646
2026-03-25 17:33:02,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.3696
2026-03-25 17:33:03,network,cluster.qos_normalised,0.5000,0.2600,-0.0013,-3.3709
2026-03-25 17:34:04,thermal,cluster.fan_speed_normalised,0.5000,0.9500,-0.0045,-3.3754
2026-03-25 17:34:04,network,cluster.qos_normalised,0.5000,0.9900,-0.0050,-3.3804
2026-03-25 17:35:07,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.3854
2026-03-25 17:35:08,network,cluster.qos_normalised,0.5000,0.2000,-0.0010,-3.3864
2026-03-25 17:36:10,thermal,cluster.fan_speed_normalised,0.5000,0.9300,-0.0043,-3.3907
2026-03-25 17:36:10,network,cluster.qos_normalised,0.5000,0.7000,-0.0035,-3.3942
2026-03-25 17:37:11,thermal,cluster.fan_speed_normalised,0.5000,0.9400,-0.0044,-3.3986
2026-03-25 17:37:12,network,cluster.qos_normalised,0.5000,0.4100,-0.0021,-3.4007
2026-03-25 17:38:14,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.4057
2026-03-25 17:38:14,network,cluster.qos_normalised,0.5000,0.8400,-0.0042,-3.4099
2026-03-25 17:39:16,thermal,cluster.fan_speed_normalised,0.5000,0.9700,-0.0047,-3.4146
2026-03-25 17:39:16,network,cluster.qos_normalised,0.5000,0.1800,-0.0009,-3.4155
2026-03-25 17:40:17,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.4205
2026-03-25 17:40:18,network,cluster.qos_normalised,0.5000,0.4400,-0.0022,-3.4227
2026-03-25 17:41:21,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.4277
2026-03-25 17:41:21,network,cluster.qos_normalised,0.5000,0.5800,-0.0029,-3.4306
2026-03-25 17:42:23,thermal,cluster.fan_speed_normalised,0.5000,0.9800,-0.0048,-3.4354
2026-03-25 17:42:24,network,cluster.qos_normalised,0.5000,0.5600,-0.0028,-3.4382
2026-03-25 17:43:25,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.4432
2026-03-25 17:43:26,network,cluster.qos_normalised,0.5000,0.8800,-0.0044,-3.4476
2026-03-25 17:44:27,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.4526
2026-03-25 17:44:27,network,cluster.qos_normalised,0.5000,0.6100,-0.0031,-3.4557
2026-03-25 17:45:29,thermal,cluster.fan_speed_normalised,0.5000,0.9500,-0.0045,-3.4602
2026-03-25 17:45:30,network,cluster.qos_normalised,0.5000,1.0000,-0.0050,-3.4652
2026-03-25 17:46:31,thermal,cluster.fan_speed_normalised,0.5000,1.0000,-0.0050,-3.4702
